cancer_type,model,f1,mean_prob,n_samples,n_valid
Appendiceal Cancer,gpt-5,0.8623853211009175,0.8412000000000001,75,75
Appendiceal Cancer,o3-mini,0.8943089430894309,0.7412000000000002,75,75
Appendiceal Cancer,gpt-4o,0.8037383177570093,0.7973333333333333,75,75
Appendiceal Cancer,medgemma,0.8992248062015504,0.9486666666666669,75,75
Appendiceal Cancer,qwen3,0.8970588235294118,0.9250666666666666,75,75
Appendiceal Cancer,claude-sonnet-37,0.8717948717948718,0.8318666666666666,75,75
Appendiceal Cancer,claude-sonnet-45,0.7777777777777778,0.6838666666666666,75,75
Appendiceal Cancer,claude-opus-45,0.8828828828828829,0.7069333333333333,75,75
Appendiceal Cancer,deepseek,0.9051094890510949,0.8846666666666664,75,75
Appendiceal Cancer,deepseek-r1,0.896,0.786,75,75
Appendiceal Cancer,qwen3-vl-235b-a22b,0.88,0.7826666666666667,75,75
Appendiceal Cancer,AlphaMissense,0.9586776859504132,0.9383746666666665,75,75
Myeloproliferative Neoplasms,gpt-5,0.9391304347826087,0.8397297297297297,74,74
Myeloproliferative Neoplasms,o3-mini,0.9421487603305785,0.8005405405405406,74,74
Myeloproliferative Neoplasms,gpt-4o,0.8256880733944955,0.8181081081081081,74,74
Myeloproliferative Neoplasms,medgemma,0.88,0.9500000000000002,74,74
Myeloproliferative Neoplasms,qwen3,0.8769230769230769,0.9374324324324325,74,74
Myeloproliferative Neoplasms,claude-sonnet-37,0.9180327868852459,0.8710810810810812,74,74
Myeloproliferative Neoplasms,claude-sonnet-45,0.8421052631578947,0.7852702702702703,74,74
Myeloproliferative Neoplasms,claude-opus-45,0.9310344827586207,0.7775675675675676,74,74
Myeloproliferative Neoplasms,deepseek,0.8702290076335878,0.9310810810810811,74,74
Myeloproliferative Neoplasms,deepseek-r1,0.8983050847457628,0.7571621621621621,74,74
Myeloproliferative Neoplasms,qwen3-vl-235b-a22b,0.907563025210084,0.797027027027027,74,74
Myeloproliferative Neoplasms,AlphaMissense,0.9137931034482759,0.9426472972972975,74,74
Uterine Sarcoma,gpt-5,0.9719626168224299,0.8633333333333334,69,69
Uterine Sarcoma,o3-mini,0.954954954954955,0.7930434782608697,69,69
Uterine Sarcoma,gpt-4o,0.8909090909090909,0.8320289855072464,69,69
Uterine Sarcoma,medgemma,0.8813559322033898,0.9384057971014494,69,69
Uterine Sarcoma,qwen3,0.8780487804878049,0.9533333333333331,69,69
Uterine Sarcoma,claude-sonnet-37,0.9259259259259259,0.8753623188405798,69,69
Uterine Sarcoma,claude-sonnet-45,0.8761904761904762,0.7734782608695652,69,69
Uterine Sarcoma,claude-opus-45,0.9259259259259259,0.7821739130434784,69,69
Uterine Sarcoma,deepseek,0.8780487804878049,0.9123188405797102,69,69
Uterine Sarcoma,deepseek-r1,0.9122807017543859,0.8233333333333334,69,69
Uterine Sarcoma,qwen3-vl-235b-a22b,0.8849557522123894,0.8036231884057972,69,69
Uterine Sarcoma,AlphaMissense,0.9464285714285714,0.9444521739130434,69,69
Ampullary Cancer,gpt-5,0.8888888888888888,0.8332258064516127,62,62
Ampullary Cancer,o3-mini,0.9215686274509803,0.792741935483871,62,62
Ampullary Cancer,gpt-4o,0.8314606741573034,0.8027419354838708,62,62
Ampullary Cancer,medgemma,0.8653846153846154,0.9451612903225809,62,62
Ampullary Cancer,qwen3,0.8727272727272727,0.9417741935483871,62,62
Ampullary Cancer,claude-sonnet-37,0.9166666666666666,0.8722580645161292,62,62
Ampullary Cancer,claude-sonnet-45,0.9387755102040817,0.7938709677419356,62,62
Ampullary Cancer,claude-opus-45,0.9052631578947369,0.7612903225806452,62,62
Ampullary Cancer,deepseek,0.8727272727272727,0.9032258064516131,62,62
Ampullary Cancer,deepseek-r1,0.92,0.799193548387097,62,62
Ampullary Cancer,qwen3-vl-235b-a22b,0.9142857142857143,0.8483870967741937,62,62
Ampullary Cancer,AlphaMissense,0.9795918367346939,0.9273903225806452,62,62
"Blood Cancer, NOS",gpt-5,0.9494949494949495,0.8728813559322033,59,59
"Blood Cancer, NOS",o3-mini,0.9803921568627451,0.8310169491525425,59,59
"Blood Cancer, NOS",gpt-4o,0.9423076923076923,0.8684745762711865,59,59
"Blood Cancer, NOS",medgemma,0.9038461538461539,0.9449152542372884,59,59
"Blood Cancer, NOS",qwen3,0.9174311926605505,0.9505084745762711,59,59
"Blood Cancer, NOS",claude-sonnet-37,0.9411764705882353,0.8930508474576272,59,59
"Blood Cancer, NOS",claude-sonnet-45,0.9306930693069307,0.8422033898305086,59,59
"Blood Cancer, NOS",claude-opus-45,0.9702970297029703,0.8228813559322034,59,59
"Blood Cancer, NOS",deepseek,0.9174311926605505,0.9076271186440679,59,59
"Blood Cancer, NOS",deepseek-r1,0.9803921568627451,0.8403389830508475,59,59
"Blood Cancer, NOS",qwen3-vl-235b-a22b,0.9411764705882353,0.8227118644067798,59,59
"Blood Cancer, NOS",AlphaMissense,0.970873786407767,0.9588372881355932,59,59
Gastrointestinal Stromal Tumor,gpt-5,0.8974358974358975,0.8396551724137932,58,58
Gastrointestinal Stromal Tumor,o3-mini,0.9534883720930233,0.7615517241379309,58,58
Gastrointestinal Stromal Tumor,gpt-4o,0.8266666666666667,0.8086206896551725,58,58
Gastrointestinal Stromal Tumor,medgemma,0.8571428571428571,0.9482758620689656,58,58
Gastrointestinal Stromal Tumor,qwen3,0.8484848484848485,0.9341379310344828,58,58
Gastrointestinal Stromal Tumor,claude-sonnet-37,0.9069767441860465,0.8570689655172415,58,58
Gastrointestinal Stromal Tumor,claude-sonnet-45,0.8536585365853658,0.743103448275862,58,58
Gastrointestinal Stromal Tumor,claude-opus-45,0.9,0.7381034482758622,58,58
Gastrointestinal Stromal Tumor,deepseek,0.8484848484848485,0.9303448275862071,58,58
Gastrointestinal Stromal Tumor,deepseek-r1,0.85,0.7372413793103448,58,58
Gastrointestinal Stromal Tumor,qwen3-vl-235b-a22b,0.8941176470588236,0.7236206896551723,58,58
Gastrointestinal Stromal Tumor,AlphaMissense,0.9512195121951219,0.9411620689655172,58,58
Salivary Gland Cancer,gpt-5,0.8913043478260869,0.8036842105263157,57,57
Salivary Gland Cancer,o3-mini,0.9090909090909091,0.7736842105263156,57,57
Salivary Gland Cancer,gpt-4o,0.8260869565217391,0.8156140350877193,57,57
Salivary Gland Cancer,medgemma,0.9523809523809523,0.9429824561403509,57,57
Salivary Gland Cancer,qwen3,0.9345794392523364,0.941578947368421,57,57
Salivary Gland Cancer,claude-sonnet-37,0.875,0.856140350877193,57,57
Salivary Gland Cancer,claude-sonnet-45,0.8723404255319149,0.7678947368421053,57,57
Salivary Gland Cancer,claude-opus-45,0.8936170212765957,0.7398245614035088,57,57
Salivary Gland Cancer,deepseek,0.9345794392523364,0.9096491228070176,57,57
Salivary Gland Cancer,deepseek-r1,0.86,0.7680701754385965,57,57
Salivary Gland Cancer,qwen3-vl-235b-a22b,0.8910891089108911,0.8284210526315788,57,57
Salivary Gland Cancer,AlphaMissense,0.9591836734693877,0.9106052631578947,57,57
Histiocytosis,gpt-5,0.8,0.8596428571428572,56,56
Histiocytosis,o3-mini,0.9148936170212766,0.7610714285714285,56,56
Histiocytosis,gpt-4o,0.8817204301075269,0.8380357142857141,56,56
Histiocytosis,medgemma,0.8910891089108911,0.9446428571428571,56,56
Histiocytosis,qwen3,0.9215686274509803,0.9326785714285714,56,56
Histiocytosis,claude-sonnet-37,0.8817204301075269,0.8416071428571428,56,56
Histiocytosis,claude-sonnet-45,0.9166666666666666,0.8192857142857142,56,56
Histiocytosis,claude-opus-45,0.8936170212765957,0.7824999999999999,56,56
Histiocytosis,deepseek,0.9230769230769231,0.9160714285714285,56,56
Histiocytosis,deepseek-r1,0.9072164948453608,0.793392857142857,56,56
Histiocytosis,qwen3-vl-235b-a22b,0.9108910891089109,0.8866071428571427,56,56
Histiocytosis,AlphaMissense,0.9375,0.9565982142857143,56,56
Bone Cancer,gpt-5,0.9041095890410958,0.8696078431372549,51,51
Bone Cancer,o3-mini,0.875,0.7901960784313727,51,51
Bone Cancer,gpt-4o,0.8285714285714286,0.8009803921568629,51,51
Bone Cancer,medgemma,0.9069767441860465,0.9264705882352942,51,51
Bone Cancer,qwen3,0.8666666666666667,0.9462745098039214,51,51
Bone Cancer,claude-sonnet-37,0.8831168831168831,0.8488235294117649,51,51
Bone Cancer,claude-sonnet-45,0.8648648648648649,0.7276470588235294,51,51
Bone Cancer,claude-opus-45,0.8918918918918919,0.729607843137255,51,51
Bone Cancer,deepseek,0.8666666666666667,0.9088235294117647,51,51
Bone Cancer,deepseek-r1,0.8860759493670886,0.775686274509804,51,51
Bone Cancer,qwen3-vl-235b-a22b,0.8809523809523809,0.8196078431372547,51,51
Bone Cancer,AlphaMissense,0.9620253164556962,0.9305117647058824,51,51
Anal Cancer,gpt-5,0.8852459016393442,0.8829268292682928,41,41
Anal Cancer,o3-mini,0.9206349206349206,0.6897560975609756,41,41
Anal Cancer,gpt-4o,0.7857142857142857,0.8065853658536586,41,41
Anal Cancer,medgemma,0.8611111111111112,0.9378048780487805,41,41
Anal Cancer,qwen3,0.9066666666666666,0.9270731707317075,41,41
Anal Cancer,claude-sonnet-37,0.8253968253968254,0.8234146341463414,41,41
Anal Cancer,claude-sonnet-45,0.819672131147541,0.7082926829268292,41,41
Anal Cancer,claude-opus-45,0.8135593220338984,0.6792682926829269,41,41
Anal Cancer,deepseek,0.9066666666666666,0.874390243902439,41,41
Anal Cancer,deepseek-r1,0.8955223880597015,0.7834146341463414,41,41
Anal Cancer,qwen3-vl-235b-a22b,0.8656716417910447,0.754390243902439,41,41
Anal Cancer,AlphaMissense,0.9090909090909091,0.9034634146341464,41,41
Myeloproliferative Workup,gpt-5,0.9705882352941176,0.8843589743589744,39,39
Myeloproliferative Workup,o3-mini,0.9714285714285714,0.8456410256410257,39,39
Myeloproliferative Workup,gpt-4o,0.9253731343283582,0.8476923076923077,39,39
Myeloproliferative Workup,medgemma,0.9428571428571428,0.9500000000000003,39,39
Myeloproliferative Workup,qwen3,0.9315068493150684,0.9420512820512821,39,39
Myeloproliferative Workup,claude-sonnet-37,0.9565217391304348,0.8923076923076922,39,39
Myeloproliferative Workup,claude-sonnet-45,0.9428571428571428,0.8784615384615387,39,39
Myeloproliferative Workup,claude-opus-45,0.9565217391304348,0.8492307692307696,39,39
Myeloproliferative Workup,deepseek,0.9315068493150684,0.9217948717948721,39,39
Myeloproliferative Workup,deepseek-r1,0.9577464788732394,0.8664102564102567,39,39
Myeloproliferative Workup,qwen3-vl-235b-a22b,0.9565217391304348,0.8405128205128207,39,39
Myeloproliferative Workup,AlphaMissense,0.9552238805970149,0.9624461538461537,39,39
Myelodysplastic/Myeloproliferative Neoplasms,gpt-5,0.9836065573770492,0.8971052631578946,38,38
Myelodysplastic/Myeloproliferative Neoplasms,o3-mini,0.9375,0.8581578947368421,38,38
Myelodysplastic/Myeloproliferative Neoplasms,gpt-4o,0.9333333333333333,0.8531578947368421,38,38
Myelodysplastic/Myeloproliferative Neoplasms,medgemma,0.9090909090909091,0.9500000000000002,38,38
Myelodysplastic/Myeloproliferative Neoplasms,qwen3,0.8823529411764706,0.9500000000000002,38,38
Myelodysplastic/Myeloproliferative Neoplasms,claude-sonnet-37,0.9523809523809523,0.8971052631578946,38,38
Myelodysplastic/Myeloproliferative Neoplasms,claude-sonnet-45,0.8571428571428571,0.8402631578947368,38,38
Myelodysplastic/Myeloproliferative Neoplasms,claude-opus-45,0.9508196721311475,0.8094736842105262,38,38
Myelodysplastic/Myeloproliferative Neoplasms,deepseek,0.8823529411764706,0.9315789473684212,38,38
Myelodysplastic/Myeloproliferative Neoplasms,deepseek-r1,0.9090909090909091,0.8447368421052632,38,38
Myelodysplastic/Myeloproliferative Neoplasms,qwen3-vl-235b-a22b,0.9375,0.8552631578947368,38,38
Myelodysplastic/Myeloproliferative Neoplasms,AlphaMissense,0.9333333333333333,0.9447342105263157,38,38
Mesothelioma,gpt-5,0.9454545454545454,0.8578947368421053,38,38
Mesothelioma,o3-mini,0.8852459016393442,0.805,38,38
Mesothelioma,gpt-4o,0.9122807017543859,0.8202631578947368,38,38
Mesothelioma,medgemma,0.84375,0.9342105263157897,38,38
Mesothelioma,qwen3,0.8484848484848485,0.9536842105263157,38,38
Mesothelioma,claude-sonnet-37,0.8666666666666667,0.8747368421052633,38,38
Mesothelioma,claude-sonnet-45,0.9152542372881356,0.7910526315789476,38,38
Mesothelioma,claude-opus-45,0.8928571428571429,0.7368421052631579,38,38
Mesothelioma,deepseek,0.8484848484848485,0.9131578947368422,38,38
Mesothelioma,deepseek-r1,0.9122807017543859,0.753421052631579,38,38
Mesothelioma,qwen3-vl-235b-a22b,0.875,0.8768421052631581,38,38
Mesothelioma,AlphaMissense,0.9491525423728814,0.9250184210526318,38,38
Gastrointestinal Neuroendocrine Tumor,gpt-5,0.9,0.8467567567567568,37,37
Gastrointestinal Neuroendocrine Tumor,o3-mini,0.9206349206349206,0.762972972972973,37,37
Gastrointestinal Neuroendocrine Tumor,gpt-4o,0.9393939393939394,0.8486486486486488,37,37
Gastrointestinal Neuroendocrine Tumor,medgemma,0.9253731343283582,0.9472972972972974,37,37
Gastrointestinal Neuroendocrine Tumor,qwen3,0.9428571428571428,0.9483783783783785,37,37
Gastrointestinal Neuroendocrine Tumor,claude-sonnet-37,0.90625,0.8659459459459459,37,37
Gastrointestinal Neuroendocrine Tumor,claude-sonnet-45,0.9354838709677419,0.7627027027027029,37,37
Gastrointestinal Neuroendocrine Tumor,claude-opus-45,0.8852459016393442,0.7597297297297297,37,37
Gastrointestinal Neuroendocrine Tumor,deepseek,0.9428571428571428,0.9175675675675676,37,37
Gastrointestinal Neuroendocrine Tumor,deepseek-r1,0.90625,0.7991891891891892,37,37
Gastrointestinal Neuroendocrine Tumor,qwen3-vl-235b-a22b,0.9411764705882353,0.8794594594594596,37,37
Gastrointestinal Neuroendocrine Tumor,AlphaMissense,0.9846153846153847,0.9354891891891891,37,37
Neoplastic Vs Reactive,gpt-5,0.9310344827586207,0.8862857142857142,35,35
Neoplastic Vs Reactive,o3-mini,0.9180327868852459,0.8062857142857143,35,35
Neoplastic Vs Reactive,gpt-4o,0.8363636363636363,0.82,35,35
Neoplastic Vs Reactive,medgemma,0.9230769230769231,0.9385714285714286,35,35
Neoplastic Vs Reactive,qwen3,0.9393939393939394,0.9342857142857144,35,35
Neoplastic Vs Reactive,claude-sonnet-37,0.9523809523809523,0.8651428571428572,35,35
Neoplastic Vs Reactive,claude-sonnet-45,0.9206349206349206,0.8582857142857143,35,35
Neoplastic Vs Reactive,claude-opus-45,0.9508196721311475,0.8002857142857143,35,35
Neoplastic Vs Reactive,deepseek,0.9393939393939394,0.9242857142857144,35,35
Neoplastic Vs Reactive,deepseek-r1,0.9206349206349206,0.8222857142857143,35,35
Neoplastic Vs Reactive,qwen3-vl-235b-a22b,0.90625,0.882,35,35
Neoplastic Vs Reactive,AlphaMissense,0.9491525423728814,0.9266857142857142,35,35
Vaginal Cancer,gpt-5,0.9454545454545454,0.9078125,32,32
Vaginal Cancer,o3-mini,0.9830508474576272,0.8728125,32,32
Vaginal Cancer,gpt-4o,0.9655172413793104,0.8509375,32,32
Vaginal Cancer,medgemma,0.9491525423728814,0.95,32,32
Vaginal Cancer,qwen3,0.9508196721311475,0.9465625,32,32
Vaginal Cancer,claude-sonnet-37,0.9473684210526315,0.9028124999999999,32,32
Vaginal Cancer,claude-sonnet-45,0.9285714285714286,0.8218749999999999,32,32
Vaginal Cancer,claude-opus-45,0.9454545454545454,0.8203125,32,32
Vaginal Cancer,deepseek,0.9508196721311475,0.921875,32,32
Vaginal Cancer,deepseek-r1,0.9285714285714286,0.8421875,32,32
Vaginal Cancer,qwen3-vl-235b-a22b,0.9666666666666667,0.894375,32,32
Vaginal Cancer,AlphaMissense,1.0,0.943753125,32,32
Adrenocortical Carcinoma,gpt-5,0.8888888888888888,0.8111538461538461,26,26
Adrenocortical Carcinoma,o3-mini,0.7272727272727273,0.7573076923076923,26,26
Adrenocortical Carcinoma,gpt-4o,0.7741935483870968,0.8080769230769229,26,26
Adrenocortical Carcinoma,medgemma,0.6666666666666666,0.9346153846153846,26,26
Adrenocortical Carcinoma,qwen3,0.6666666666666666,0.9442307692307692,26,26
Adrenocortical Carcinoma,claude-sonnet-37,0.7586206896551724,0.8442307692307693,26,26
Adrenocortical Carcinoma,claude-sonnet-45,0.7272727272727273,0.765,26,26
Adrenocortical Carcinoma,claude-opus-45,0.75,0.706153846153846,26,26
Adrenocortical Carcinoma,deepseek,0.6666666666666666,0.9384615384615385,26,26
Adrenocortical Carcinoma,deepseek-r1,0.7272727272727273,0.7919230769230767,26,26
Adrenocortical Carcinoma,qwen3-vl-235b-a22b,0.6842105263157895,0.87,26,26
Adrenocortical Carcinoma,AlphaMissense,0.8666666666666667,0.8849692307692307,26,26
Peripheral Nervous System,gpt-5,0.9230769230769231,0.9034782608695653,23,23
Peripheral Nervous System,o3-mini,0.9,0.8043478260869562,23,23
Peripheral Nervous System,gpt-4o,0.8235294117647058,0.7947826086956522,23,23
Peripheral Nervous System,medgemma,0.8717948717948718,0.9456521739130433,23,23
Peripheral Nervous System,qwen3,0.9302325581395349,0.947826086956522,23,23
Peripheral Nervous System,claude-sonnet-37,0.9,0.8965217391304346,23,23
Peripheral Nervous System,claude-sonnet-45,0.7777777777777778,0.7360869565217392,23,23
Peripheral Nervous System,claude-opus-45,0.8648648648648649,0.7565217391304349,23,23
Peripheral Nervous System,deepseek,0.9302325581395349,0.9369565217391304,23,23
Peripheral Nervous System,deepseek-r1,0.8571428571428571,0.727391304347826,23,23
Peripheral Nervous System,qwen3-vl-235b-a22b,0.8717948717948718,0.7843478260869566,23,23
Peripheral Nervous System,AlphaMissense,0.9230769230769231,0.9286869565217393,23,23
Nerve Sheath Tumor,gpt-5,0.9032258064516129,0.82,23,23
Nerve Sheath Tumor,o3-mini,0.8823529411764706,0.7521739130434785,23,23
Nerve Sheath Tumor,gpt-4o,0.9375,0.8004347826086956,23,23
Nerve Sheath Tumor,medgemma,0.8571428571428571,0.9456521739130433,23,23
Nerve Sheath Tumor,qwen3,0.85,0.9413043478260872,23,23
Nerve Sheath Tumor,claude-sonnet-37,0.8484848484848485,0.7947826086956521,23,23
Nerve Sheath Tumor,claude-sonnet-45,0.9090909090909091,0.7256521739130434,23,23
Nerve Sheath Tumor,claude-opus-45,0.9411764705882353,0.7165217391304348,23,23
Nerve Sheath Tumor,deepseek,0.85,0.9369565217391301,23,23
Nerve Sheath Tumor,deepseek-r1,0.9444444444444444,0.7717391304347826,23,23
Nerve Sheath Tumor,qwen3-vl-235b-a22b,0.8,0.7482608695652173,23,23
Nerve Sheath Tumor,AlphaMissense,0.9696969696969697,0.9267347826086956,23,23
Sellar Tumor,gpt-5,0.6666666666666666,0.8513636363636362,22,22
Sellar Tumor,o3-mini,0.6,0.6045454545454546,22,22
Sellar Tumor,gpt-4o,0.5555555555555556,0.8022727272727274,22,22
Sellar Tumor,medgemma,0.7586206896551724,0.9136363636363637,22,22
Sellar Tumor,qwen3,0.7058823529411765,0.9422727272727276,22,22
Sellar Tumor,claude-sonnet-37,0.75,0.7977272727272727,22,22
Sellar Tumor,claude-sonnet-45,0.5882352941176471,0.46409090909090905,22,22
Sellar Tumor,claude-opus-45,0.6666666666666666,0.5259090909090909,22,22
Sellar Tumor,deepseek,0.7058823529411765,0.881818181818182,22,22
Sellar Tumor,deepseek-r1,0.5555555555555556,0.5768181818181818,22,22
Sellar Tumor,qwen3-vl-235b-a22b,0.6086956521739131,0.5304545454545454,22,22
Sellar Tumor,AlphaMissense,0.9166666666666666,0.9339363636363633,22,22
Thymic Tumor,gpt-5,0.896551724137931,0.8357142857142856,21,21
Thymic Tumor,o3-mini,0.8387096774193549,0.7152380952380952,21,21
Thymic Tumor,gpt-4o,0.8387096774193549,0.8409523809523808,21,21
Thymic Tumor,medgemma,0.9142857142857143,0.9309523809523809,21,21
Thymic Tumor,qwen3,0.8648648648648649,0.940952380952381,21,21
Thymic Tumor,claude-sonnet-37,0.8823529411764706,0.878095238095238,21,21
Thymic Tumor,claude-sonnet-45,0.9090909090909091,0.7819047619047618,21,21
Thymic Tumor,claude-opus-45,0.9090909090909091,0.7414285714285713,21,21
Thymic Tumor,deepseek,0.8648648648648649,0.8976190476190475,21,21
Thymic Tumor,deepseek-r1,0.8888888888888888,0.819047619047619,21,21
Thymic Tumor,qwen3-vl-235b-a22b,0.8823529411764706,0.7966666666666666,21,21
Thymic Tumor,AlphaMissense,0.9032258064516129,0.9459952380952381,21,21
Tubular Adenoma of the Colon,gpt-5,0.8461538461538461,0.7815000000000001,20,20
Tubular Adenoma of the Colon,o3-mini,0.8461538461538461,0.6765,20,20
Tubular Adenoma of the Colon,gpt-4o,0.6956521739130435,0.7939999999999999,20,20
Tubular Adenoma of the Colon,medgemma,0.9655172413793104,0.9499999999999998,20,20
Tubular Adenoma of the Colon,qwen3,0.7878787878787878,0.899,20,20
Tubular Adenoma of the Colon,claude-sonnet-37,0.9285714285714286,0.86,20,20
Tubular Adenoma of the Colon,claude-sonnet-45,0.8888888888888888,0.6355000000000001,20,20
Tubular Adenoma of the Colon,claude-opus-45,0.8,0.7625,20,20
Tubular Adenoma of the Colon,deepseek,0.9375,0.9299999999999999,20,20
Tubular Adenoma of the Colon,deepseek-r1,0.8888888888888888,0.7289999999999999,20,20
Tubular Adenoma of the Colon,qwen3-vl-235b-a22b,0.8888888888888888,0.6185,20,20
Tubular Adenoma of the Colon,AlphaMissense,0.9655172413793104,0.927475,20,20
"Lymphatic Cancer, NOS",gpt-5,0.9411764705882353,0.8847368421052633,19,19
"Lymphatic Cancer, NOS",o3-mini,0.9411764705882353,0.8394736842105261,19,19
"Lymphatic Cancer, NOS",gpt-4o,0.9032258064516129,0.8436842105263158,19,19
"Lymphatic Cancer, NOS",medgemma,0.9142857142857143,0.9447368421052631,19,19
"Lymphatic Cancer, NOS",qwen3,0.9142857142857143,0.9315789473684211,19,19
"Lymphatic Cancer, NOS",claude-sonnet-37,0.9411764705882353,0.8826315789473684,19,19
"Lymphatic Cancer, NOS",claude-sonnet-45,0.9090909090909091,0.831578947368421,19,19
"Lymphatic Cancer, NOS",claude-opus-45,0.9411764705882353,0.8231578947368421,19,19
"Lymphatic Cancer, NOS",deepseek,0.9142857142857143,0.881578947368421,19,19
"Lymphatic Cancer, NOS",deepseek-r1,0.8823529411764706,0.8342105263157894,19,19
"Lymphatic Cancer, NOS",qwen3-vl-235b-a22b,0.9032258064516129,0.7405263157894737,19,19
"Lymphatic Cancer, NOS",AlphaMissense,0.9090909090909091,0.9583473684210526,19,19
T-Lymphoblastic Leukemia/Lymphoma,gpt-5,0.9655172413793104,0.928888888888889,18,18
T-Lymphoblastic Leukemia/Lymphoma,o3-mini,0.9333333333333333,0.8761111111111111,18,18
T-Lymphoblastic Leukemia/Lymphoma,gpt-4o,0.9032258064516129,0.8788888888888888,18,18
T-Lymphoblastic Leukemia/Lymphoma,medgemma,0.9032258064516129,0.9499999999999998,18,18
T-Lymphoblastic Leukemia/Lymphoma,qwen3,0.9375,0.9138888888888891,18,18
T-Lymphoblastic Leukemia/Lymphoma,claude-sonnet-37,0.9285714285714286,0.9055555555555556,18,18
T-Lymphoblastic Leukemia/Lymphoma,claude-sonnet-45,0.9032258064516129,0.8622222222222223,18,18
T-Lymphoblastic Leukemia/Lymphoma,claude-opus-45,0.9655172413793104,0.8405555555555556,18,18
T-Lymphoblastic Leukemia/Lymphoma,deepseek,0.9090909090909091,0.9388888888888888,18,18
T-Lymphoblastic Leukemia/Lymphoma,deepseek-r1,0.9655172413793104,0.7833333333333333,18,18
T-Lymphoblastic Leukemia/Lymphoma,qwen3-vl-235b-a22b,0.9333333333333333,0.8127777777777778,18,18
T-Lymphoblastic Leukemia/Lymphoma,AlphaMissense,0.9285714285714286,0.9402055555555555,18,18
Breast Sarcoma,gpt-5,0.9,0.89625,16,16
Breast Sarcoma,o3-mini,0.8695652173913043,0.71375,16,16
Breast Sarcoma,gpt-4o,0.9,0.7875,16,16
Breast Sarcoma,medgemma,0.75,0.9375,16,16
Breast Sarcoma,qwen3,0.7692307692307693,0.93625,16,16
Breast Sarcoma,claude-sonnet-37,0.9,0.859375,16,16
Breast Sarcoma,claude-sonnet-45,0.8333333333333334,0.78875,16,16
Breast Sarcoma,claude-opus-45,0.8695652173913043,0.7224999999999999,16,16
Breast Sarcoma,deepseek,0.8148148148148148,0.90625,16,16
Breast Sarcoma,deepseek-r1,0.8333333333333334,0.7587499999999999,16,16
Breast Sarcoma,qwen3-vl-235b-a22b,0.8695652173913043,0.755625,16,16
Breast Sarcoma,AlphaMissense,0.9523809523809523,0.904975,16,16
Miscellaneous Brain Tumor,gpt-5,1.0,0.9073333333333332,15,15
Miscellaneous Brain Tumor,o3-mini,0.9565217391304348,0.7686666666666666,15,15
Miscellaneous Brain Tumor,gpt-4o,0.9166666666666666,0.8619999999999998,15,15
Miscellaneous Brain Tumor,medgemma,0.88,0.9499999999999996,15,15
Miscellaneous Brain Tumor,qwen3,0.8461538461538461,0.9520000000000001,15,15
Miscellaneous Brain Tumor,claude-sonnet-37,1.0,0.8893333333333334,15,15
Miscellaneous Brain Tumor,claude-sonnet-45,0.9166666666666666,0.8326666666666666,15,15
Miscellaneous Brain Tumor,claude-opus-45,0.9565217391304348,0.7706666666666665,15,15
Miscellaneous Brain Tumor,deepseek,0.8461538461538461,0.9233333333333331,15,15
Miscellaneous Brain Tumor,deepseek-r1,0.8461538461538461,0.8459999999999999,15,15
Miscellaneous Brain Tumor,qwen3-vl-235b-a22b,0.8333333333333334,0.8273333333333335,15,15
Miscellaneous Brain Tumor,AlphaMissense,1.0,0.9456933333333333,15,15
Penile Cancer,gpt-5,0.8571428571428571,0.7528571428571429,14,14
Penile Cancer,o3-mini,0.6,0.5171428571428571,14,14
Penile Cancer,gpt-4o,0.2857142857142857,0.6964285714285714,14,14
Penile Cancer,medgemma,0.5,0.9499999999999996,14,14
Penile Cancer,qwen3,0.4444444444444444,0.9228571428571427,14,14
Penile Cancer,claude-sonnet-37,0.6666666666666666,0.8200000000000002,14,14
Penile Cancer,claude-sonnet-45,0.6,0.5742857142857142,14,14
Penile Cancer,claude-opus-45,0.75,0.49142857142857144,14,14
Penile Cancer,deepseek,0.4444444444444444,0.8999999999999997,14,14
Penile Cancer,deepseek-r1,0.5714285714285714,0.6207142857142857,14,14
Penile Cancer,qwen3-vl-235b-a22b,0.5714285714285714,0.6699999999999999,14,14
Penile Cancer,AlphaMissense,0.75,0.9060785714285714,14,14
Hodgkin Lymphoma,gpt-5,0.7619047619047619,0.8242857142857142,14,14
Hodgkin Lymphoma,o3-mini,0.8333333333333334,0.8142857142857143,14,14
Hodgkin Lymphoma,gpt-4o,0.6666666666666666,0.7392857142857142,14,14
Hodgkin Lymphoma,medgemma,0.8333333333333334,0.921428571428571,14,14
Hodgkin Lymphoma,qwen3,0.8333333333333334,0.9299999999999999,14,14
Hodgkin Lymphoma,claude-sonnet-37,0.8333333333333334,0.8285714285714284,14,14
Hodgkin Lymphoma,claude-sonnet-45,0.7,0.7242857142857141,14,14
Hodgkin Lymphoma,claude-opus-45,0.7619047619047619,0.722142857142857,14,14
Hodgkin Lymphoma,deepseek,0.8333333333333334,0.8785714285714283,14,14
Hodgkin Lymphoma,deepseek-r1,0.7272727272727273,0.7685714285714285,14,14
Hodgkin Lymphoma,qwen3-vl-235b-a22b,0.7272727272727273,0.7678571428571429,14,14
Hodgkin Lymphoma,AlphaMissense,0.8695652173913043,0.9682714285714287,14,14
Mastocytosis,gpt-5,0.9473684210526315,0.7954545454545454,11,11
Mastocytosis,o3-mini,1.0,0.818181818181818,11,11
