cancer_type,model,accuracy,mean_prob,n_samples,n_valid
Appendiceal Cancer,claude-opus-45,82.66666666666667,0.7069333333333333,75,75
Appendiceal Cancer,deepseek,82.66666666666667,0.8846666666666664,75,75
Appendiceal Cancer,deepseek-r1,82.66666666666667,0.786,75,75
Appendiceal Cancer,qwen3-vl-235b-a22b,80.0,0.7826666666666667,75,75
Appendiceal Cancer,AlphaMissense,93.33333333333333,0.9383746666666665,75,75
Myeloproliferative Neoplasms,gpt-5,90.54054054054053,0.8397297297297297,74,74
Myeloproliferative Neoplasms,o3-mini,90.54054054054053,0.8005405405405406,74,74
Myeloproliferative Neoplasms,gpt-4o,74.32432432432432,0.8181081081081081,74,74
Myeloproliferative Neoplasms,medgemma,79.72972972972973,0.9500000000000002,74,74
Myeloproliferative Neoplasms,qwen3,78.37837837837837,0.9374324324324325,74,74
Myeloproliferative Neoplasms,claude-sonnet-37,86.48648648648648,0.8710810810810812,74,74
Myeloproliferative Neoplasms,claude-sonnet-45,75.67567567567568,0.7852702702702703,74,74
Myeloproliferative Neoplasms,claude-opus-45,89.1891891891892,0.7775675675675676,74,74
Myeloproliferative Neoplasms,deepseek,77.02702702702703,0.9310810810810811,74,74
Myeloproliferative Neoplasms,deepseek-r1,83.78378378378379,0.7571621621621621,74,74
Myeloproliferative Neoplasms,qwen3-vl-235b-a22b,85.13513513513513,0.797027027027027,74,74
Myeloproliferative Neoplasms,AlphaMissense,86.48648648648648,0.9426472972972975,74,74
Uterine Sarcoma,gpt-5,95.65217391304348,0.8633333333333334,69,69
Uterine Sarcoma,o3-mini,92.7536231884058,0.7930434782608697,69,69
Uterine Sarcoma,gpt-4o,82.6086956521739,0.8320289855072464,69,69
Uterine Sarcoma,medgemma,79.71014492753623,0.9384057971014494,69,69
Uterine Sarcoma,qwen3,78.26086956521739,0.9533333333333331,69,69
Uterine Sarcoma,claude-sonnet-37,88.40579710144928,0.8753623188405798,69,69
Uterine Sarcoma,claude-sonnet-45,81.15942028985508,0.7734782608695652,69,69
Uterine Sarcoma,claude-opus-45,88.40579710144928,0.7821739130434784,69,69
Uterine Sarcoma,deepseek,78.26086956521739,0.9123188405797102,69,69
Uterine Sarcoma,deepseek-r1,85.5072463768116,0.8233333333333334,69,69
Uterine Sarcoma,qwen3-vl-235b-a22b,81.15942028985508,0.8036231884057972,69,69
Uterine Sarcoma,AlphaMissense,91.30434782608695,0.9444521739130434,69,69
Ampullary Cancer,gpt-5,83.87096774193549,0.8332258064516127,62,62
Ampullary Cancer,o3-mini,87.09677419354838,0.792741935483871,62,62
Ampullary Cancer,gpt-4o,75.80645161290323,0.8027419354838708,62,62
Ampullary Cancer,medgemma,77.41935483870968,0.9451612903225809,62,62
Ampullary Cancer,qwen3,77.41935483870968,0.9417741935483871,62,62
Ampullary Cancer,claude-sonnet-37,87.09677419354838,0.8722580645161292,62,62
Ampullary Cancer,claude-sonnet-45,90.32258064516128,0.7938709677419356,62,62
Ampullary Cancer,claude-opus-45,85.48387096774194,0.7612903225806452,62,62
Ampullary Cancer,deepseek,77.41935483870968,0.9032258064516131,62,62
Ampullary Cancer,deepseek-r1,87.09677419354838,0.799193548387097,62,62
Ampullary Cancer,qwen3-vl-235b-a22b,85.48387096774194,0.8483870967741937,62,62
Ampullary Cancer,AlphaMissense,96.7741935483871,0.9273903225806452,62,62
"Blood Cancer, NOS",gpt-5,91.52542372881356,0.8728813559322033,59,59
"Blood Cancer, NOS",o3-mini,96.61016949152543,0.8310169491525425,59,59
"Blood Cancer, NOS",gpt-4o,89.83050847457628,0.8684745762711865,59,59
"Blood Cancer, NOS",medgemma,83.05084745762711,0.9449152542372884,59,59
"Blood Cancer, NOS",qwen3,84.7457627118644,0.9505084745762711,59,59
"Blood Cancer, NOS",claude-sonnet-37,89.83050847457628,0.8930508474576272,59,59
"Blood Cancer, NOS",claude-sonnet-45,88.13559322033898,0.8422033898305086,59,59
"Blood Cancer, NOS",claude-opus-45,94.91525423728814,0.8228813559322034,59,59
"Blood Cancer, NOS",deepseek,84.7457627118644,0.9076271186440679,59,59
"Blood Cancer, NOS",deepseek-r1,96.61016949152543,0.8403389830508475,59,59
"Blood Cancer, NOS",qwen3-vl-235b-a22b,89.83050847457628,0.8227118644067798,59,59
"Blood Cancer, NOS",AlphaMissense,94.91525423728814,0.9588372881355932,59,59
Gastrointestinal Stromal Tumor,gpt-5,86.20689655172413,0.8396551724137932,58,58
Gastrointestinal Stromal Tumor,o3-mini,93.10344827586206,0.7615517241379309,58,58
Gastrointestinal Stromal Tumor,gpt-4o,77.58620689655173,0.8086206896551725,58,58
Gastrointestinal Stromal Tumor,medgemma,77.58620689655173,0.9482758620689656,58,58
Gastrointestinal Stromal Tumor,qwen3,74.13793103448276,0.9341379310344828,58,58
Gastrointestinal Stromal Tumor,claude-sonnet-37,86.20689655172413,0.8570689655172415,58,58
Gastrointestinal Stromal Tumor,claude-sonnet-45,79.3103448275862,0.743103448275862,58,58
Gastrointestinal Stromal Tumor,claude-opus-45,86.20689655172413,0.7381034482758622,58,58
Gastrointestinal Stromal Tumor,deepseek,74.13793103448276,0.9303448275862071,58,58
Gastrointestinal Stromal Tumor,deepseek-r1,79.3103448275862,0.7372413793103448,58,58
Gastrointestinal Stromal Tumor,qwen3-vl-235b-a22b,84.48275862068965,0.7236206896551723,58,58
Gastrointestinal Stromal Tumor,AlphaMissense,93.10344827586206,0.9411620689655172,58,58
Salivary Gland Cancer,gpt-5,82.45614035087719,0.8036842105263157,57,57
Salivary Gland Cancer,o3-mini,84.21052631578947,0.7736842105263156,57,57
Salivary Gland Cancer,gpt-4o,71.9298245614035,0.8156140350877193,57,57
Salivary Gland Cancer,medgemma,91.22807017543859,0.9429824561403509,57,57
Salivary Gland Cancer,qwen3,87.71929824561403,0.941578947368421,57,57
Salivary Gland Cancer,claude-sonnet-37,78.94736842105263,0.856140350877193,57,57
Salivary Gland Cancer,claude-sonnet-45,78.94736842105263,0.7678947368421053,57,57
Salivary Gland Cancer,claude-opus-45,82.45614035087719,0.7398245614035088,57,57
Salivary Gland Cancer,deepseek,87.71929824561403,0.9096491228070176,57,57
Salivary Gland Cancer,deepseek-r1,75.43859649122807,0.7680701754385965,57,57
Salivary Gland Cancer,qwen3-vl-235b-a22b,80.7017543859649,0.8284210526315788,57,57
Salivary Gland Cancer,AlphaMissense,92.98245614035088,0.9106052631578947,57,57
Histiocytosis,gpt-5,69.64285714285714,0.8596428571428572,56,56
Histiocytosis,o3-mini,85.71428571428571,0.7610714285714285,56,56
Histiocytosis,gpt-4o,80.35714285714286,0.8380357142857141,56,56
Histiocytosis,medgemma,80.35714285714286,0.9446428571428571,56,56
Histiocytosis,qwen3,85.71428571428571,0.9326785714285714,56,56
Histiocytosis,claude-sonnet-37,80.35714285714286,0.8416071428571428,56,56
Histiocytosis,claude-sonnet-45,85.71428571428571,0.8192857142857142,56,56
Histiocytosis,claude-opus-45,82.14285714285714,0.7824999999999999,56,56
Histiocytosis,deepseek,85.71428571428571,0.9160714285714285,56,56
Histiocytosis,deepseek-r1,83.92857142857143,0.793392857142857,56,56
Histiocytosis,qwen3-vl-235b-a22b,83.92857142857143,0.8866071428571427,56,56
Histiocytosis,AlphaMissense,89.28571428571429,0.9565982142857143,56,56
Bone Cancer,gpt-5,86.27450980392157,0.8696078431372549,51,51
Bone Cancer,o3-mini,80.3921568627451,0.7901960784313727,51,51
Bone Cancer,gpt-4o,76.47058823529412,0.8009803921568629,51,51
Bone Cancer,medgemma,84.31372549019608,0.9264705882352942,51,51
Bone Cancer,qwen3,76.47058823529412,0.9462745098039214,51,51
Bone Cancer,claude-sonnet-37,82.35294117647058,0.8488235294117649,51,51
Bone Cancer,claude-sonnet-45,80.3921568627451,0.7276470588235294,51,51
Bone Cancer,claude-opus-45,84.31372549019608,0.729607843137255,51,51
Bone Cancer,deepseek,76.47058823529412,0.9088235294117647,51,51
Bone Cancer,deepseek-r1,82.35294117647058,0.775686274509804,51,51
Bone Cancer,qwen3-vl-235b-a22b,80.3921568627451,0.8196078431372547,51,51
Bone Cancer,AlphaMissense,94.11764705882352,0.9305117647058824,51,51
Anal Cancer,gpt-5,82.92682926829268,0.8829268292682928,41,41
Anal Cancer,o3-mini,87.8048780487805,0.6897560975609756,41,41
Anal Cancer,gpt-4o,70.73170731707317,0.8065853658536586,41,41
Anal Cancer,medgemma,75.60975609756098,0.9378048780487805,41,41
Anal Cancer,qwen3,82.92682926829268,0.9270731707317075,41,41
Anal Cancer,claude-sonnet-37,73.17073170731707,0.8234146341463414,41,41
Anal Cancer,claude-sonnet-45,73.17073170731707,0.7082926829268292,41,41
Anal Cancer,claude-opus-45,73.17073170731707,0.6792682926829269,41,41
Anal Cancer,deepseek,82.92682926829268,0.874390243902439,41,41
Anal Cancer,deepseek-r1,82.92682926829268,0.7834146341463414,41,41
Anal Cancer,qwen3-vl-235b-a22b,78.04878048780488,0.754390243902439,41,41
Anal Cancer,AlphaMissense,85.36585365853658,0.9034634146341464,41,41
Myeloproliferative Workup,gpt-5,94.87179487179486,0.8843589743589744,39,39
Myeloproliferative Workup,o3-mini,94.87179487179486,0.8456410256410257,39,39
Myeloproliferative Workup,gpt-4o,87.17948717948718,0.8476923076923077,39,39
Myeloproliferative Workup,medgemma,89.74358974358975,0.9500000000000003,39,39
Myeloproliferative Workup,qwen3,87.17948717948718,0.9420512820512821,39,39
Myeloproliferative Workup,claude-sonnet-37,92.3076923076923,0.8923076923076922,39,39
Myeloproliferative Workup,claude-sonnet-45,89.74358974358975,0.8784615384615387,39,39
Myeloproliferative Workup,claude-opus-45,92.3076923076923,0.8492307692307696,39,39
Myeloproliferative Workup,deepseek,87.17948717948718,0.9217948717948721,39,39
Myeloproliferative Workup,deepseek-r1,92.3076923076923,0.8664102564102567,39,39
Myeloproliferative Workup,qwen3-vl-235b-a22b,92.3076923076923,0.8405128205128207,39,39
Myeloproliferative Workup,AlphaMissense,92.3076923076923,0.9624461538461537,39,39
Myelodysplastic/Myeloproliferative Neoplasms,gpt-5,97.36842105263158,0.8971052631578946,38,38
Myelodysplastic/Myeloproliferative Neoplasms,o3-mini,89.47368421052632,0.8581578947368421,38,38
Myelodysplastic/Myeloproliferative Neoplasms,gpt-4o,89.47368421052632,0.8531578947368421,38,38
Myelodysplastic/Myeloproliferative Neoplasms,medgemma,84.21052631578947,0.9500000000000002,38,38
Myelodysplastic/Myeloproliferative Neoplasms,qwen3,78.94736842105263,0.9500000000000002,38,38
Myelodysplastic/Myeloproliferative Neoplasms,claude-sonnet-37,92.10526315789474,0.8971052631578946,38,38
Myelodysplastic/Myeloproliferative Neoplasms,claude-sonnet-45,76.31578947368422,0.8402631578947368,38,38
Myelodysplastic/Myeloproliferative Neoplasms,claude-opus-45,92.10526315789474,0.8094736842105262,38,38
Myelodysplastic/Myeloproliferative Neoplasms,deepseek,78.94736842105263,0.9315789473684212,38,38
Myelodysplastic/Myeloproliferative Neoplasms,deepseek-r1,84.21052631578947,0.8447368421052632,38,38
Myelodysplastic/Myeloproliferative Neoplasms,qwen3-vl-235b-a22b,89.47368421052632,0.8552631578947368,38,38
Myelodysplastic/Myeloproliferative Neoplasms,AlphaMissense,89.47368421052632,0.9447342105263157,38,38
Mesothelioma,gpt-5,92.10526315789474,0.8578947368421053,38,38
Mesothelioma,o3-mini,81.57894736842105,0.805,38,38
Mesothelioma,gpt-4o,86.8421052631579,0.8202631578947368,38,38
Mesothelioma,medgemma,73.68421052631578,0.9342105263157897,38,38
Mesothelioma,qwen3,73.68421052631578,0.9536842105263157,38,38
Mesothelioma,claude-sonnet-37,78.94736842105263,0.8747368421052633,38,38
Mesothelioma,claude-sonnet-45,86.8421052631579,0.7910526315789476,38,38
Mesothelioma,claude-opus-45,84.21052631578947,0.7368421052631579,38,38
Mesothelioma,deepseek,73.68421052631578,0.9131578947368422,38,38
Mesothelioma,deepseek-r1,86.8421052631579,0.753421052631579,38,38
Mesothelioma,qwen3-vl-235b-a22b,78.94736842105263,0.8768421052631581,38,38
Mesothelioma,AlphaMissense,92.10526315789474,0.9250184210526318,38,38
Gastrointestinal Neuroendocrine Tumor,gpt-5,83.78378378378379,0.8467567567567568,37,37
Gastrointestinal Neuroendocrine Tumor,o3-mini,86.48648648648648,0.762972972972973,37,37
Gastrointestinal Neuroendocrine Tumor,gpt-4o,89.1891891891892,0.8486486486486488,37,37
Gastrointestinal Neuroendocrine Tumor,medgemma,86.48648648648648,0.9472972972972974,37,37
Gastrointestinal Neuroendocrine Tumor,qwen3,89.1891891891892,0.9483783783783785,37,37
Gastrointestinal Neuroendocrine Tumor,claude-sonnet-37,83.78378378378379,0.8659459459459459,37,37
Gastrointestinal Neuroendocrine Tumor,claude-sonnet-45,89.1891891891892,0.7627027027027029,37,37
Gastrointestinal Neuroendocrine Tumor,claude-opus-45,81.08108108108108,0.7597297297297297,37,37
Gastrointestinal Neuroendocrine Tumor,deepseek,89.1891891891892,0.9175675675675676,37,37
Gastrointestinal Neuroendocrine Tumor,deepseek-r1,83.78378378378379,0.7991891891891892,37,37
Gastrointestinal Neuroendocrine Tumor,qwen3-vl-235b-a22b,89.1891891891892,0.8794594594594596,37,37
Gastrointestinal Neuroendocrine Tumor,AlphaMissense,97.2972972972973,0.9354891891891891,37,37
Neoplastic Vs Reactive,gpt-5,88.57142857142857,0.8862857142857142,35,35
Neoplastic Vs Reactive,o3-mini,85.71428571428571,0.8062857142857143,35,35
Neoplastic Vs Reactive,gpt-4o,74.28571428571429,0.82,35,35
Neoplastic Vs Reactive,medgemma,85.71428571428571,0.9385714285714286,35,35
Neoplastic Vs Reactive,qwen3,88.57142857142857,0.9342857142857144,35,35
Neoplastic Vs Reactive,claude-sonnet-37,91.42857142857143,0.8651428571428572,35,35
Neoplastic Vs Reactive,claude-sonnet-45,85.71428571428571,0.8582857142857143,35,35
Neoplastic Vs Reactive,claude-opus-45,91.42857142857143,0.8002857142857143,35,35
Neoplastic Vs Reactive,deepseek,88.57142857142857,0.9242857142857144,35,35
Neoplastic Vs Reactive,deepseek-r1,85.71428571428571,0.8222857142857143,35,35
Neoplastic Vs Reactive,qwen3-vl-235b-a22b,82.85714285714286,0.882,35,35
Neoplastic Vs Reactive,AlphaMissense,91.42857142857143,0.9266857142857142,35,35
Vaginal Cancer,gpt-5,90.625,0.9078125,32,32
Vaginal Cancer,o3-mini,96.875,0.8728125,32,32
Vaginal Cancer,gpt-4o,93.75,0.8509375,32,32
Vaginal Cancer,medgemma,90.625,0.95,32,32
Vaginal Cancer,qwen3,90.625,0.9465625,32,32
Vaginal Cancer,claude-sonnet-37,90.625,0.9028124999999999,32,32
Vaginal Cancer,claude-sonnet-45,87.5,0.8218749999999999,32,32
Vaginal Cancer,claude-opus-45,90.625,0.8203125,32,32
Vaginal Cancer,deepseek,90.625,0.921875,32,32
Vaginal Cancer,deepseek-r1,87.5,0.8421875,32,32
Vaginal Cancer,qwen3-vl-235b-a22b,93.75,0.894375,32,32
Vaginal Cancer,AlphaMissense,100.0,0.943753125,32,32
Adrenocortical Carcinoma,gpt-5,88.46153846153845,0.8111538461538461,26,26
Adrenocortical Carcinoma,o3-mini,65.38461538461539,0.7573076923076923,26,26
Adrenocortical Carcinoma,gpt-4o,73.07692307692307,0.8080769230769229,26,26
Adrenocortical Carcinoma,medgemma,50.0,0.9346153846153846,26,26
Adrenocortical Carcinoma,qwen3,50.0,0.9442307692307692,26,26
Adrenocortical Carcinoma,claude-sonnet-37,73.07692307692307,0.8442307692307693,26,26
Adrenocortical Carcinoma,claude-sonnet-45,65.38461538461539,0.765,26,26
Adrenocortical Carcinoma,claude-opus-45,69.23076923076923,0.706153846153846,26,26
Adrenocortical Carcinoma,deepseek,50.0,0.9384615384615385,26,26
Adrenocortical Carcinoma,deepseek-r1,65.38461538461539,0.7919230769230767,26,26
Adrenocortical Carcinoma,qwen3-vl-235b-a22b,53.84615384615385,0.87,26,26
Adrenocortical Carcinoma,AlphaMissense,84.61538461538461,0.8849692307692307,26,26
Peripheral Nervous System,gpt-5,86.95652173913044,0.9034782608695653,23,23
Peripheral Nervous System,o3-mini,82.6086956521739,0.8043478260869562,23,23
Peripheral Nervous System,gpt-4o,73.91304347826086,0.7947826086956522,23,23
Peripheral Nervous System,medgemma,78.26086956521739,0.9456521739130433,23,23
Peripheral Nervous System,qwen3,86.95652173913044,0.947826086956522,23,23
Peripheral Nervous System,claude-sonnet-37,82.6086956521739,0.8965217391304346,23,23
Peripheral Nervous System,claude-sonnet-45,65.21739130434783,0.7360869565217392,23,23
Peripheral Nervous System,claude-opus-45,78.26086956521739,0.7565217391304349,23,23
Peripheral Nervous System,deepseek,86.95652173913044,0.9369565217391304,23,23
Peripheral Nervous System,deepseek-r1,78.26086956521739,0.727391304347826,23,23
Peripheral Nervous System,qwen3-vl-235b-a22b,78.26086956521739,0.7843478260869566,23,23
Peripheral Nervous System,AlphaMissense,86.95652173913044,0.9286869565217393,23,23
Nerve Sheath Tumor,gpt-5,86.95652173913044,0.82,23,23
Nerve Sheath Tumor,o3-mini,82.6086956521739,0.7521739130434785,23,23
Nerve Sheath Tumor,gpt-4o,91.30434782608695,0.8004347826086956,23,23
Nerve Sheath Tumor,medgemma,78.26086956521739,0.9456521739130433,23,23
Nerve Sheath Tumor,qwen3,73.91304347826086,0.9413043478260872,23,23
Nerve Sheath Tumor,claude-sonnet-37,78.26086956521739,0.7947826086956521,23,23
Nerve Sheath Tumor,claude-sonnet-45,86.95652173913044,0.7256521739130434,23,23
Nerve Sheath Tumor,claude-opus-45,91.30434782608695,0.7165217391304348,23,23
Nerve Sheath Tumor,deepseek,73.91304347826086,0.9369565217391301,23,23
Nerve Sheath Tumor,deepseek-r1,91.30434782608695,0.7717391304347826,23,23
Nerve Sheath Tumor,qwen3-vl-235b-a22b,69.56521739130434,0.7482608695652173,23,23
Nerve Sheath Tumor,AlphaMissense,95.65217391304348,0.9267347826086956,23,23
Sellar Tumor,gpt-5,72.72727272727273,0.8513636363636362,22,22
Sellar Tumor,o3-mini,63.63636363636363,0.6045454545454546,22,22
Sellar Tumor,gpt-4o,63.63636363636363,0.8022727272727274,22,22
Sellar Tumor,medgemma,68.18181818181817,0.9136363636363637,22,22
Sellar Tumor,qwen3,54.54545454545454,0.9422727272727276,22,22
Sellar Tumor,claude-sonnet-37,72.72727272727273,0.7977272727272727,22,22
Sellar Tumor,claude-sonnet-45,68.18181818181817,0.46409090909090905,22,22
Sellar Tumor,claude-opus-45,68.18181818181817,0.5259090909090909,22,22
Sellar Tumor,deepseek,54.54545454545454,0.881818181818182,22,22
Sellar Tumor,deepseek-r1,63.63636363636363,0.5768181818181818,22,22
Sellar Tumor,qwen3-vl-235b-a22b,59.09090909090909,0.5304545454545454,22,22
Sellar Tumor,AlphaMissense,90.9090909090909,0.9339363636363633,22,22
Thymic Tumor,gpt-5,85.71428571428571,0.8357142857142856,21,21
Thymic Tumor,o3-mini,76.19047619047619,0.7152380952380952,21,21
Thymic Tumor,gpt-4o,76.19047619047619,0.8409523809523808,21,21
Thymic Tumor,medgemma,85.71428571428571,0.9309523809523809,21,21
Thymic Tumor,qwen3,76.19047619047619,0.940952380952381,21,21
Thymic Tumor,claude-sonnet-37,80.95238095238095,0.878095238095238,21,21
Thymic Tumor,claude-sonnet-45,85.71428571428571,0.7819047619047618,21,21
Thymic Tumor,claude-opus-45,85.71428571428571,0.7414285714285713,21,21
Thymic Tumor,deepseek,76.19047619047619,0.8976190476190475,21,21
Thymic Tumor,deepseek-r1,80.95238095238095,0.819047619047619,21,21
Thymic Tumor,qwen3-vl-235b-a22b,80.95238095238095,0.7966666666666666,21,21
Thymic Tumor,AlphaMissense,85.71428571428571,0.9459952380952381,21,21
Tubular Adenoma of the Colon,gpt-5,80.0,0.7815000000000001,20,20
Tubular Adenoma of the Colon,o3-mini,80.0,0.6765,20,20
Tubular Adenoma of the Colon,gpt-4o,65.0,0.7939999999999999,20,20
Tubular Adenoma of the Colon,medgemma,95.0,0.9499999999999998,20,20
Tubular Adenoma of the Colon,qwen3,65.0,0.899,20,20
Tubular Adenoma of the Colon,claude-sonnet-37,90.0,0.86,20,20
Tubular Adenoma of the Colon,claude-sonnet-45,85.0,0.6355000000000001,20,20
Tubular Adenoma of the Colon,claude-opus-45,75.0,0.7625,20,20
Tubular Adenoma of the Colon,deepseek,90.0,0.9299999999999999,20,20
Tubular Adenoma of the Colon,deepseek-r1,85.0,0.7289999999999999,20,20
Tubular Adenoma of the Colon,qwen3-vl-235b-a22b,85.0,0.6185,20,20
Tubular Adenoma of the Colon,AlphaMissense,95.0,0.927475,20,20
"Lymphatic Cancer, NOS",gpt-5,89.47368421052632,0.8847368421052633,19,19
"Lymphatic Cancer, NOS",o3-mini,89.47368421052632,0.8394736842105261,19,19
"Lymphatic Cancer, NOS",gpt-4o,84.21052631578947,0.8436842105263158,19,19
"Lymphatic Cancer, NOS",medgemma,84.21052631578947,0.9447368421052631,19,19
"Lymphatic Cancer, NOS",qwen3,84.21052631578947,0.9315789473684211,19,19
"Lymphatic Cancer, NOS",claude-sonnet-37,89.47368421052632,0.8826315789473684,19,19
"Lymphatic Cancer, NOS",claude-sonnet-45,84.21052631578947,0.831578947368421,19,19
"Lymphatic Cancer, NOS",claude-opus-45,89.47368421052632,0.8231578947368421,19,19
"Lymphatic Cancer, NOS",deepseek,84.21052631578947,0.881578947368421,19,19
"Lymphatic Cancer, NOS",deepseek-r1,78.94736842105263,0.8342105263157894,19,19
"Lymphatic Cancer, NOS",qwen3-vl-235b-a22b,84.21052631578947,0.7405263157894737,19,19
"Lymphatic Cancer, NOS",AlphaMissense,84.21052631578947,0.9583473684210526,19,19
T-Lymphoblastic Leukemia/Lymphoma,gpt-5,94.44444444444444,0.928888888888889,18,18
T-Lymphoblastic Leukemia/Lymphoma,o3-mini,88.88888888888889,0.8761111111111111,18,18
T-Lymphoblastic Leukemia/Lymphoma,gpt-4o,83.33333333333334,0.8788888888888888,18,18
T-Lymphoblastic Leukemia/Lymphoma,medgemma,83.33333333333334,0.9499999999999998,18,18
T-Lymphoblastic Leukemia/Lymphoma,qwen3,88.88888888888889,0.9138888888888891,18,18
T-Lymphoblastic Leukemia/Lymphoma,claude-sonnet-37,88.88888888888889,0.9055555555555556,18,18
T-Lymphoblastic Leukemia/Lymphoma,claude-sonnet-45,83.33333333333334,0.8622222222222223,18,18
T-Lymphoblastic Leukemia/Lymphoma,claude-opus-45,94.44444444444444,0.8405555555555556,18,18
T-Lymphoblastic Leukemia/Lymphoma,deepseek,83.33333333333334,0.9388888888888888,18,18
T-Lymphoblastic Leukemia/Lymphoma,deepseek-r1,94.44444444444444,0.7833333333333333,18,18
T-Lymphoblastic Leukemia/Lymphoma,qwen3-vl-235b-a22b,88.88888888888889,0.8127777777777778,18,18
T-Lymphoblastic Leukemia/Lymphoma,AlphaMissense,88.88888888888889,0.9402055555555555,18,18
Breast Sarcoma,gpt-5,87.5,0.89625,16,16
Breast Sarcoma,o3-mini,81.25,0.71375,16,16
Breast Sarcoma,gpt-4o,87.5,0.7875,16,16
Breast Sarcoma,medgemma,62.5,0.9375,16,16
Breast Sarcoma,qwen3,62.5,0.93625,16,16
Breast Sarcoma,claude-sonnet-37,87.5,0.859375,16,16
Breast Sarcoma,claude-sonnet-45,75.0,0.78875,16,16
Breast Sarcoma,claude-opus-45,81.25,0.7224999999999999,16,16
Breast Sarcoma,deepseek,68.75,0.90625,16,16
Breast Sarcoma,deepseek-r1,75.0,0.7587499999999999,16,16
Breast Sarcoma,qwen3-vl-235b-a22b,81.25,0.755625,16,16
Breast Sarcoma,AlphaMissense,93.75,0.904975,16,16
Miscellaneous Brain Tumor,gpt-5,100.0,0.9073333333333332,15,15
Miscellaneous Brain Tumor,o3-mini,93.33333333333333,0.7686666666666666,15,15
Miscellaneous Brain Tumor,gpt-4o,86.66666666666667,0.8619999999999998,15,15
Miscellaneous Brain Tumor,medgemma,80.0,0.9499999999999996,15,15
Miscellaneous Brain Tumor,qwen3,73.33333333333333,0.9520000000000001,15,15
Miscellaneous Brain Tumor,claude-sonnet-37,100.0,0.8893333333333334,15,15
Miscellaneous Brain Tumor,claude-sonnet-45,86.66666666666667,0.8326666666666666,15,15
Miscellaneous Brain Tumor,claude-opus-45,93.33333333333333,0.7706666666666665,15,15
Miscellaneous Brain Tumor,deepseek,73.33333333333333,0.9233333333333331,15,15
Miscellaneous Brain Tumor,deepseek-r1,73.33333333333333,0.8459999999999999,15,15
Miscellaneous Brain Tumor,qwen3-vl-235b-a22b,73.33333333333333,0.8273333333333335,15,15
Miscellaneous Brain Tumor,AlphaMissense,100.0,0.9456933333333333,15,15
Penile Cancer,gpt-5,92.85714285714286,0.7528571428571429,14,14
Penile Cancer,o3-mini,71.42857142857143,0.5171428571428571,14,14
Penile Cancer,gpt-4o,64.28571428571429,0.6964285714285714,14,14
Penile Cancer,medgemma,42.857142857142854,0.9499999999999996,14,14
Penile Cancer,qwen3,28.57142857142857,0.9228571428571427,14,14
Penile Cancer,claude-sonnet-37,71.42857142857143,0.8200000000000002,14,14
Penile Cancer,claude-sonnet-45,71.42857142857143,0.5742857142857142,14,14
Penile Cancer,claude-opus-45,85.71428571428571,0.49142857142857144,14,14
Penile Cancer,deepseek,28.57142857142857,0.8999999999999997,14,14
Penile Cancer,deepseek-r1,57.14285714285714,0.6207142857142857,14,14
Penile Cancer,qwen3-vl-235b-a22b,57.14285714285714,0.6699999999999999,14,14
Penile Cancer,AlphaMissense,85.71428571428571,0.9060785714285714,14,14
Hodgkin Lymphoma,gpt-5,64.28571428571429,0.8242857142857142,14,14
Hodgkin Lymphoma,o3-mini,71.42857142857143,0.8142857142857143,14,14
Hodgkin Lymphoma,gpt-4o,64.28571428571429,0.7392857142857142,14,14
Hodgkin Lymphoma,medgemma,71.42857142857143,0.921428571428571,14,14
Hodgkin Lymphoma,qwen3,71.42857142857143,0.9299999999999999,14,14
Hodgkin Lymphoma,claude-sonnet-37,71.42857142857143,0.8285714285714284,14,14
Hodgkin Lymphoma,claude-sonnet-45,57.14285714285714,0.7242857142857141,14,14
Hodgkin Lymphoma,claude-opus-45,64.28571428571429,0.722142857142857,14,14
Hodgkin Lymphoma,deepseek,71.42857142857143,0.8785714285714283,14,14
Hodgkin Lymphoma,deepseek-r1,57.14285714285714,0.7685714285714285,14,14
Hodgkin Lymphoma,qwen3-vl-235b-a22b,57.14285714285714,0.7678571428571429,14,14
Hodgkin Lymphoma,AlphaMissense,78.57142857142857,0.9682714285714287,14,14
Mastocytosis,gpt-5,90.9090909090909,0.7954545454545454,11,11
Mastocytosis,o3-mini,100.0,0.818181818181818,11,11
Mastocytosis,gpt-4o,100.0,0.8699999999999999,11,11
Mastocytosis,medgemma,81.81818181818183,0.9499999999999997,11,11
Mastocytosis,qwen3,90.9090909090909,0.9618181818181817,11,11
Mastocytosis,claude-sonnet-37,100.0,0.9054545454545455,11,11
Mastocytosis,claude-sonnet-45,90.9090909090909,0.8227272727272728,11,11
Mastocytosis,claude-opus-45,100.0,0.838181818181818,11,11
Mastocytosis,deepseek,90.9090909090909,0.9409090909090907,11,11
Mastocytosis,deepseek-r1,100.0,0.8218181818181818,11,11
Mastocytosis,qwen3-vl-235b-a22b,100.0,0.8645454545454545,11,11
Mastocytosis,AlphaMissense,100.0,0.9817727272727272,11,11
CNS Cancer,gpt-5,90.9090909090909,0.7981818181818181,11,11
CNS Cancer,o3-mini,100.0,0.8718181818181818,11,11
CNS Cancer,gpt-4o,63.63636363636363,0.7863636363636363,11,11
CNS Cancer,medgemma,72.72727272727273,0.9318181818181817,11,11
CNS Cancer,qwen3,81.81818181818183,0.9390909090909091,11,11
CNS Cancer,claude-sonnet-37,100.0,0.8599999999999999,11,11
